objectnummer,titel,geografisch_trefwoord,qid
RP-F-2010-75-14-2,Bananenbomen op Plantage Peperpot$Peperpot. No. 16. 2e serie waaruit reeds volop gekapt wordt,Suriname (Zuid-Amerika)$Plantage Peperpot,
RP-F-2010-75-15-1,Vaart op Plantage Peperpot$Peperpot. Nieuwe loostrens der 3e serie (...),Suriname (Zuid-Amerika)$Plantage Peperpot,
RP-F-2010-75-15-2,Bananenbomen op Plantage Peperpot$Peperpot. Ponttrens tusschen B. 15 & 16,Suriname (Zuid-Amerika)$Plantage Peperpot,
RP-F-2010-75-16-1,"Vaart bij Plantage Peperpot$Peperpot. Vaart bij huis, met gezicht op gebouwen",Suriname (Zuid-Amerika)$Plantage Peperpot,
RP-F-2010-75-16-2,Gezin in boot op Plantage Peperpot$Peperpot. Vaartrens met binnenpont tusschen 2e & 3e serie (...),Suriname (Zuid-Amerika)$Plantage Peperpot,
RP-F-2010-75-17-2,Europese man naast Koffieboom$Planter naast een koffieboom$Koffieboom (...) 2 ½ jaar,Suriname (Zuid-Amerika)$Plantage Peperpot,
RP-F-2010-75-18-1,Koffiebomen op Plantage Peperpot$Koffieboomen Peperpot,Suriname (Zuid-Amerika)$Plantage Peperpot,
RP-F-2010-75-18-2,Koffiebomen op Plantage Peperpot$Koffieboomen Peperpot,Suriname (Zuid-Amerika)$Plantage Peperpot,
RP-F-2010-75-19-1,Koffiebomen op Plantage Peperpot$Koffieboom van 2 jaar met juist zooveel schaduw als noodig,Suriname (Zuid-Amerika)$Plantage Peperpot,
RP-F-2010-75-19-2,Koffiebomen op Plantage Peperpot$Koffieboom van denzelfden leeftijd (...),Suriname (Zuid-Amerika)$Plantage Peperpot,
RP-F-2010-75-20-1,"Bananen-, rubber- en koffiebomen op Plantage Peperpot$Bacoven, rubber en koffie (...)",Suriname (Zuid-Amerika)$Plantage Peperpot,
RP-F-2010-75-20-2,Rubber- en koffiebomen op Plantage Peperpot$Rubber en koffie in A.2,Suriname (Zuid-Amerika)$Plantage Peperpot,
RP-F-2010-75-21-1,Rubber- en koffiebomen op Plantage Peperpot$Rubber en koffie in A.2,Suriname (Zuid-Amerika)$Plantage Peperpot,
RP-F-2018-66,Portret van een onbekende vrouw,,
RP-F-2018-67,Portret van Rose Charlotte van Lelyveld met haar Surinaamse kindermeisje Sara,Paramaribo (stad),
RP-F-2018-68,Portret van Rose Charlotte van Lelyveld tussen planten,Paramaribo (stad),
RP-P-2017-7127-392-9,Gran Rio,Gran Rio,
RP-P-2017-7127-392-8,Gran Rio,Gran Rio,
RP-P-2018-3145,"Kaart van Suriname met Caraïben, Curaçao en West-Afrika$Kaart der Nederlandsche bezittingen ten westen de Kaap de Goede Hoop (...)",Ghana$Nederlandse Antillen,
RP-P-2018-3146,Kaart van Suriname$Schets Kaart van de Kolonie Suriname of Nedsch Guiana,Suriname (Zuid-Amerika),
RP-P-2018-3147,"Gezicht op Paramaribo$Accurate en Origineele Afbeeldinge, van Parimaribo, of Nieuw Middelburg, Geleegen inde Colonie Zuriname",Paramaribo (stad),
RP-P-2018-3148,Gezicht op de Waterkant te Paramaribo$Paramaribo,Paramaribo (stad),
RP-P-2018-3149,Plantage Libanon in Suriname$Gezigt op de plantaadje Libanon (No. 280) aan de rivier Cottica in de Kolonie Surinamen,Suriname (Zuid-Amerika),
RP-P-1988-7,Gezicht op Jodensavanne in Suriname$Gezigt op de Joden-Savane in de Kolonie Suriname,Jodensavanne,
NG-2018-570,Cornelis van Aerssen van Sommelsdijck,,
NG-2018-576,Joan Jacob Mauricius,,
NG-2018-578,Jan Gerhard Wichers,,
NG-2018-581,Portret van Charles Pierre Schimpf,Den Haag,
NG-2018-582,Portret van Maurits Adriaan de Savornin Lohman,Den Haag,
NG-2018-583,Jhr. Mr. T.A.J. van Asch van Wijck / Gouverneur van Suriname,,
NG-2018-584,Ir. Cornelis Lely,,
NG-2018-585,Johannes graaf van der Bosch,,
NG-2018-586,Dirck Fock,,
NG-2007-50-1,Vermoedelijk originele glasplaat van diorama van de Waterkant van Paramaribo,Suriname (Zuid-Amerika)$Waterkant,
NG-2019-194,Erepenning voor Verdiensten jegens Openbare Verzamelingen (type 3) toegekend aan Thédore van Lelyveld in 1900,Suriname (Zuid-Amerika),
RP-P-2019-3275,"Kolonel Henry Louis Fourgeoud, doorwaadt met zijn mannen een moeras$Het doorwaden van een Moeras, in Guiana, door het krijgsvolk",Suriname (Zuid-Amerika)$Guyana,
NG-2019-566,M.W.F. Treub,Nederland$Suriname (Zuid-Amerika),
RP-F-2019-244,Krijger in tooi ten tijde van de Toemoek expeditie,,
RP-F-2019-245,Portret van een bewoner van het gebied rond de Tapanahoni-rivier,,
RP-F-2019-246,Groepje Indianen bij een rituele dans ten tijde van de Toemoek expeditie,,
NG-2019-193-1,"Brief aan Th. van Lelyveld van Prinze Edouard, 2 juni 1898, Paramaribo",Suriname (Zuid-Amerika),
NG-2019-193-2,Brief aan Th. van Lelyveld,Suriname (Zuid-Amerika),
NG-2019-193-3,Franse tekst over de strafkolonie te St. Jean,Suriname (Zuid-Amerika)$Saint-Jean-du-Maroni,
NG-2019-193-4,Toelichting op Van Lelyvelds publicatie in De Gids,Suriname (Zuid-Amerika),
NG-2019-193-5,"Brief van Sara, 1914",Suriname (Zuid-Amerika),
NG-2019-193-6,"Brief van Sara, 1923",Suriname (Zuid-Amerika),
RP-F-2019-267-3,Demonstratie voor een onafhankelijk Suriname bij de Dokwerker,Jonas Daniël Meijerplein,
RP-F-00-11994-05,"Man en kind met vogelkooi op het Johan Adolf Pengel International Airport nabij Zanderij, Suriname$Het vliegveld, Zanderij, 1973$Konfrontatie 2 in het Van Abbemuseum",Zanderij,
NG-2020-5,Kappa gebruikt op suikerplantage,Suriname (Zuid-Amerika),
RP-P-RMA1665,Suriname/Sranan,,
RP-P-RMA1965,Suriname in houtsnijwerk en beelden,,
RP-P-RMA2538,Natuurbescherming in Suriname en de Nederlandse Antillen,,
RP-P-RMA4820,Dierenleven in Suriname,,
RP-P-RMA5023,"Suriname, ver land dichtbij",,
RP-D-2020-1-3,Vrij Nederland pagina Suriname,,
RP-D-2020-1-4,Vrij Nederland pagina Suriname,,
NG-936-11,Kaart van de plantages rond Paramaribo$Kaart van het bebouwde deel van Surinamen$Algemeen kaartje van Surinamen,Paramaribo (stad)$Suriname (Zuid-Amerika),
NG-2008-48-1,"Moengo 1929-""30",Suriname (Zuid-Amerika)$Albina$Moengo,
NG-2008-48-2,Diverse groepsfoto's,Suriname (Zuid-Amerika)$Albina$Moengo,
NG-2008-48-3,Fabriek en schip,Suriname (Zuid-Amerika)$Albina$Moengo,
NG-2008-48-4,Groepen en schip,Suriname (Zuid-Amerika)$Albina$Moengo,
NG-2008-48-5,Fabriek en ceremonie,Suriname (Zuid-Amerika)$Albina$Moengo,
NG-2008-48-6,Portretten en mijnbouw,Suriname (Zuid-Amerika)$Albina$Moengo,
NG-2008-48-7,Industrieterrein,Suriname (Zuid-Amerika)$Albina$Moengo,
NG-2008-48-8,Mijnbouw en groepsportretten,Suriname (Zuid-Amerika)$Albina$Moengo,
NG-2008-48-9,"Tent, sleepboot en woningen",Suriname (Zuid-Amerika)$Albina$Moengo,
NG-2008-48-11,"Op de tennisbaan, in bed en woning",Suriname (Zuid-Amerika)$Albina$Moengo,
NG-2008-48-13,Kerstmaal en woning,Suriname (Zuid-Amerika)$Albina$Moengo,
NG-2008-48-15,Groepsportret en fabrieksterrein,Suriname (Zuid-Amerika)$Albina$Moengo,
NG-2008-48-17,Groepsportret en arbeiderswoning,Suriname (Zuid-Amerika)$Albina$Moengo,
NG-2008-48-19,Menigte en feestavond,Suriname (Zuid-Amerika)$Albina$Moengo,
NG-2008-48-21,Op een boot en ceremonie,Suriname (Zuid-Amerika)$Albina$Moengo,
NG-2008-48-22,Bruidspaar,Suriname (Zuid-Amerika)$Albina$Moengo,
NG-2008-48-23,Huwelijksfoto's,Suriname (Zuid-Amerika)$Albina$Moengo,
NG-2008-48-25,Festiviteit en passagiers op een boot,Suriname (Zuid-Amerika)$Albina$Moengo,
NG-2008-48-27,Mannen en ceremonie,Suriname (Zuid-Amerika)$Albina$Moengo,
NG-2008-48-29,Fabriekshal,Suriname (Zuid-Amerika)$Albina$Moengo,
NG-2008-48-35,Kleuters en groep,Suriname (Zuid-Amerika)$Albina$Moengo,
NG-2008-48-37,Portret en groep,Suriname (Zuid-Amerika)$Albina$Moengo,
NG-2008-48-41,Portret van een gezin en groepsfoto,Suriname (Zuid-Amerika)$Albina$Moengo,
NG-2008-48-44,Bezoek aan een dorp,Suriname (Zuid-Amerika)$Moengo$Albina,
NG-2008-48-45,Monument en feest,Suriname (Zuid-Amerika)$Moengo$Albina,
NG-2008-48-46,Bezoek aan een dorp,Suriname (Zuid-Amerika)$Moengo$Albina,
NG-2008-48-47,Bezoek aan een dorp,Suriname (Zuid-Amerika)$Moengo$Albina,
NG-2008-48-48,Bezoek aan een dorp,Suriname (Zuid-Amerika)$Moengo$Albina,
NG-2008-48-49,Bezoek aan een dorp,Suriname (Zuid-Amerika)$Moengo$Albina,
NG-2008-48-50,Bezoek aan een dorp en zwempartij,Suriname (Zuid-Amerika)$Moengo$Albina,
NG-2008-48-51,Bezoek aan een dorp,Suriname (Zuid-Amerika)$Moengo$Albina,
NG-2008-48-52,Bezoek aan een dorp,Suriname (Zuid-Amerika)$Moengo$Albina,
NG-2008-48-53,Bezoek aan een dorp,Suriname (Zuid-Amerika)$Moengo$Albina,
NG-2008-48-54,Bezoek aan een dorp,Suriname (Zuid-Amerika)$Moengo$Albina,
NG-2009-36-1,Stroomversnellingen bij Moengo,Suriname (Zuid-Amerika)$Cottica$Moengo,
NG-2009-36-2,Stroomversnellingen bij Moengo,Suriname (Zuid-Amerika)$Cottica$Moengo,
NG-2009-36-3,Surinamerivier,Surinamerivier,
NG-2009-36-6,Saramacca en rijstveld,Saramacca$Suriname (Zuid-Amerika),
NG-2009-36-7,Albina en riviergezicht,Albina$Suriname (Zuid-Amerika),
NG-2009-36-9,Markten in Paramaribo,Paramaribo (stad)$Saramaccastraat,
NG-2009-36-10,Gouvernementspaleis,Gouvernementspaleis$Gouvernementsplein,
NG-2009-36-11,Gouvernementspaleis en Palmentuin,Gouvernementspaleis$Palmentuin,
NG-2009-36-12,Paramaribo,Paramaribo (stad),
NG-2009-36-13,Paramaribo,Paramaribo (stad),
NG-2009-36-14,Paramaribo,Paramaribo (stad),
NG-2009-36-15,Paramaribo,Paramaribo (stad),
NG-2009-36-16,Paramaribo en riviergezicht,Paramaribo (stad),
NG-2009-36-17,'s Lands Hospitaal / Paramaribo / Ned. Guyana,Paramaribo (stad)$'s Lands Hospitaal,
NG-2009-36-18,'s Lands Hospitaal / Paramaribo / Ned. Guyana,Paramaribo (stad)$'s Lands Hospitaal,
NG-2009-36-19,'s Lands Hospitaal en palmen,Paramaribo (stad)$'s Lands Hospitaal,
NG-2009-36-20,Dansen en Heerenstraat,Paramaribo (stad)$Heerenstraat (Paramaribo),
NG-2009-36-8,Saramacca en gymnastiek,Saramacca$Suriname (Zuid-Amerika),
NG-2009-36-21,Straat met palmen,Paramaribo (stad),
NG-2009-36-22,Personen bij een auto,Suriname (Zuid-Amerika),
NG-2009-36-23,Groepsportret,Paramaribo (stad),
NG-2009-36-25,Groepsportret,Paramaribo (stad),
NG-2009-36-31,Sinterklaasfeest,Paramaribo (stad),
NG-2009-36-32,Groepsfoto's,Suriname (Zuid-Amerika),
NG-2009-36-37,Schoolbanken,Suriname (Zuid-Amerika),
NG-2021-68,Wij slaven van Suriname,Suriname (Zuid-Amerika),
NG-2021-84,Wisselbrief voor slavenhouders in verband met schadeloosstelling afschaffing slavernij 1863,Suriname (Zuid-Amerika),
NG-2021-2-18,Ketikoti$Document Nederland 2019: ON/OFF,Nederland$Suriname (Zuid-Amerika),
NG-2009-94-80,Familie Jetten bezoekt een festival,Moengo,
KOG-MP-1-5293,"4 duiten van Suriname, 1679$Suriname, 4 duiten, 1679",,
KOG-MP-1-5294,"4 duiten van Suriname, 1679$Suriname, 4 duiten, 1679",,
KOG-MP-1-5295,"Duit van Suriname, 1764$Suriname, duit, 1764",,
KOG-MP-1-5294A,"2 duiten van Suriname, 1679$Suriname, 2 duiten, 1679",,
RP-F-00-22538,"Portret van Jeanne van Amstel in een laboratorium, Suriname",Suriname (Zuid-Amerika),
NG-2022-6,Herdenkingsdoek Onafhankelijkheid Suriname,Suriname (Zuid-Amerika)$Statengebouw,
RP-F-2022-73-33,"Mariënburg, Suriname",Amsterdam$Marienburg,
RP-F-00-24066,Markt in Paramaribo,Paramaribo (stad),
RP-F-00-24108,"Head Ornament at a Hindustan Wedding, Surinam",Surinamerivier,
RP-F-00-24113,Stadsgezicht Paramaribo Visverkoper op de Onoverdekte Markt aan de Waterkant.,Paramaribo (stad),
RP-F-00-24233,No 2 - Monument voor Gevallenen Paramaribo (...),Paramaribo (stad),
RP-P-2022-4007-20,De Lawa-Spoorweg in de Tweede Kamer,Suriname (Zuid-Amerika),
NG-2022-13,"Dagboek I, Hendrik Doijer (1863-1925)",Suriname (Zuid-Amerika),
NG-2022-16,"Dagboek II, Hendrik Doijer (1863-1925)",Suriname (Zuid-Amerika),
NG-2022-17,"Dagboek III, Hendrik Doijer (1863-1925)",Suriname (Zuid-Amerika),
NG-2022-18,"Dagboek IV, Hendrik Doijer (1863-1925)",Suriname (Zuid-Amerika),
NG-2022-19,"Dagboek V, Hendrik Doijer (1863-1925)",Suriname (Zuid-Amerika),
NG-2022-20,"Dagboek VI, Hendrik Doijer (1863-1925)",Suriname (Zuid-Amerika),
NG-2022-21,"Dagboek VII, Hendrik Doijer (1863-1925)",Suriname (Zuid-Amerika),
NG-2022-22,"Dagboek XIV, Hendrik Doijer (1863-1925)",Suriname (Zuid-Amerika),
NG-2022-23,"Dagboek XV, Hendrik Doijer (1863-1925)",Suriname (Zuid-Amerika),
RP-P-2022-5531-18,De Nederlandsche en de Surinaamsche Maagd,Suriname (Zuid-Amerika),
NG-2022-26,Wij slaven van Suriname,Surinamerivier,
NG-2022-27,Surinaamse hoofddoek ter gelegenheid van het bezoek door koningin Juliana en prins Bernhard aan Suriname in oktober 1965,Suriname (Zuid-Amerika),
NG-2022-28,Sranang Fri Sranang,Suriname (Zuid-Amerika),
NG-2022-29,Fri 1975,Suriname (Zuid-Amerika),
NG-2023-4-1,De nieuwe Sint: Sinterklaasfeest,Amsterdam,
KOG-ZG-1-4-128,Eens met bloed en zweet en tranen verworven voor ons volk. Nu verraden en verkwanseld. Geen waarachtig Nederlander zal deze schanddaad aanvaarden,Suriname (Zuid-Amerika)$Curaçao,
RP-F-2019-298-43-91,"Surinaamse jongeman tijdens kritisch betoog$Kwaaie jonge Surinamer, bekritiseert het lot van de jonge surinames in Nederland",Amsterdam,
RP-F-2019-298-43-92,"Surinaamse familie vlak na aankomst in Nederland, in de Ferdinand Bolstraat, Amsterdam$Pas aangekomen Surinamers in de Amsterdamse Ferdinand Bolstraat, bij de Albert Cuyp markt",Ferdinand Bolstraat,
RP-F-2019-298-43-97,"Affiche in een ontmoetingscentrum voor Surinaamse bewoners in de Bijlmer, Amsterdam$Tekst, gezien in ontmoetingscentrum voor Surinamers in de Bijlmer",Bijlmer,
RP-F-2019-298-43-100,"Ontmoetingscentrum voor Surinaamse bewoners in de Bijlmer, Amsterdam$Ontmoetings centrum voor Surinamers in de Bijlmer",Bijlmer,
RP-F-2019-298-43-101,"Portret van een onbekende jonge Surinaamse man, Amsterdam$Jonge Surinamer",Bijlmer,
KOG-ZG-1-11-60,"Gedicht op de aanstelling van Geoctroyeerde Sociëteit van Suriname$Op de Aenstelling van den weledelen heere Mr. Jan Ploos van Amstel, tot directeur van de societeit van Suriname",,
RP-F-2019-298-36-1,Portret van een onbekend jong Trio kind in Suriname$Trio-indianen Suriname,Suriname (Zuid-Amerika),
RP-F-2019-298-36-4,Begroeting tussen inheemse Surinaamse vrienden$Vrienden bij Trio-Indianen (Suriname) begroeten elkaar,Suriname (Zuid-Amerika),
RP-F-2019-242-17-13,"Vrijend stel (Latour) op handen en knieën$Sexuele revolutie zestiger jaren, vrienden van de fotograaf in Paramaribo",,
RP-F-2019-298-20-4,Filmstrip met opnames van een vrijend stel (Latour),Paramaribo (stad),
RP-F-2019-299-21-1,"Dode brulapen in Sipaliwini, Suriname",Sipaliwini,
RP-F-2019-299-21-2,Begroeting tussen inheemse Surinaamse vrienden,Suriname (Zuid-Amerika),
RP-F-2019-299-60,Oorspronkelijke bewoners van Suriname hijsen met een touw in een rivier in Suriname,Suriname (Zuid-Amerika),
NG-2009-94-31-3,"Twee vrouwen van het gezin Jetten te Moengo, een van hen met parasol",Moengo,
NG-2009-94-42-4,Groepsfoto voor een huis,Moengo,
KOG-AA-2-30-758,Gezicht op de Overtoomse Sluis aan de Kostverlorenvaart met rechts het Surinameplein,Kostverlorenvaart$Surinameplein,
KOG-AA-2-31-824,Gezicht op de Slotervaart vanaf het Surinameplein,Slotervaart$Surinameplein,
KOG-AA-2-31-825,Gezicht op de Slotervaart vanaf het Surinameplein,Slotervaart$Surinameplein,
KOG-AA-2-31-826,Gezicht op de Slotervaart vanaf het Surinameplein,Slotervaart$Surinameplein,
KOG-AA-2-30-810R,Gezicht op het Surinameplein,Surinameplein,
KOG-AA-2-31-823,Gezicht op de Slotervaart gezien vanaf het Surinameplein,Slotervaart$Surinameplein,
NG-2023-92-3-20,Health of White Settlers in Surinam,Suriname (Zuid-Amerika),
NG-2023-92-3-21,Health of White Settlers in Surinam,Suriname (Zuid-Amerika),
NG-2024-42,Gezicht op Paramaribo,,
NG-2022-1-2-1025,Hollandsche zangles aan Britsch-Indische kinderen in Suriname,Paramaribo (stad),
NG-2022-1-2-1909,"Vijf kaarten met Nederland, de Nederlandse Antillen, Suriname en Indonesië",,
NG-2022-1-2-2135,"Groepsportret van acht meisjes in verschillende traditionele klederdracht in Suriname$Suriname, independent part of the Kingdom of the Netherlands. Located on the northeast coast of South America. Population comprosed of peoples originating from all parts of the globe living in friendly coexistence. Pictured from left to right: Chinese, Amerindian, Dutch, Syrian, Hindustani, Javanese, Bushnegro and Creole",Suriname (Zuid-Amerika),
NG-2022-1-2-2215,"Gezicht op een straat in Paramaribo, Suriname",Paramaribo (stad),
NG-2022-1-2-2216,"Collage met portretten van inwoners in Suriname$Groeten uit Suriname : Indiaanse met kind, Indonesische, Voorbereiding voor de dagelijkse kost, In de Cultuurtuin, Boslandbewoonster",Suriname (Zuid-Amerika),
NG-2022-1-2-2217,"Paramaribo, oude Kottomissie dracht",Paramaribo (stad),
NG-2022-1-2-2218,"Reproductie van twee prenten met verkoopvrouwen en handwerklieden in Suriname door Pierre Jacques Benoit$Greetings from Surinam : 1 Creoolse en Neger-Koopvrouwen in o.a. toiletartikelen, 2 Drie vrije Negerhandwerklieden in gesprek; Pruikenmakersjongen met slaaf, die kam, pomade en friseurtang draagt",Suriname (Zuid-Amerika),
NG-2022-1-2-2219,Reproductie van een prent met wassende vrouwen in Suriname door Pierre Jacques Benoit $Greetings from Surinam : Wassende negerinnen,Suriname (Zuid-Amerika),
NG-2022-1-2-2220,Groeten uit Blakka Watra,Blaka Watra,
NG-2022-1-2-2221,Suriname : Plantage aan de Suriname-rivier,Suriname (Zuid-Amerika),
NG-2022-1-2-2222,Surinaamsche kinderen - Naailes,Suriname (Zuid-Amerika),
NG-2022-1-2-2223,"Groepsportret van spelende kinderen die verblijven in het kindertehuis ""Saron"" te Paramaribo$Speeluurtje in ""Saron"", het tehuis voor Creolenkinderen",Paramaribo (stad),
NG-2022-1-2-2224,"Groepsportret van kinderen en een kerstboom die verblijven in kindertehuis ""Saron"" te Paramaribo$Onze Kindertehuizen - Kerstfeest in ""Saron"", het tehuis voor Creolenkinderen",Paramaribo (stad),
NG-2022-1-2-2225,Suriname - In de groote stadskerk te Paramaribo,Grote Stadskerk,
NG-2022-1-2-2226,"Groepsportret van de minderjarigen die verblijven in het kindertehuis ""Saron"" te Paramaribo$Onze Kindertehuizen - De Kinderschaar van ""Saron"", het tehuis voor Creolenkinderen",Suriname (Zuid-Amerika),
NG-2022-1-2-2227,Hochzeitszug vor der Kirche in Paramaribo,Paramaribo (stad),
NG-2022-1-2-2228,"Gezicht op een straat met een palmbomengalerij in Paramaribo$Och, heerlijk Coronie, daar slechts wilde ik leven! - (Als maar het kanaal in orde was)",Paramaribo (stad),
NG-2022-1-2-2229,Paramaribo : Markt bij den Mailsteiger,Paramaribo (stad),
NG-2022-1-2-2230,Marktvrouwen,Paramaribo (stad),
NG-2022-1-2-2231,"Paramaribo, Suriname : Tadjafeest",Paramaribo (stad),
NG-2022-1-2-2232,Tentboot,Suriname (Zuid-Amerika),
NG-2022-1-2-2233,"Paramaribo, Dominéstraat",Paramaribo (stad),
NG-2022-1-2-2235,Paramaribo (Suriname) : Waterkant,Paramaribo (stad),
NG-2022-1-2-2236,De houtmarkt aan den Waterkant. Paramaribo,Paramaribo (stad),
NG-2022-1-2-2237,Holl. Guyana: Paramaribo : Maagdenstraat$Serie : Stadsgezichten,Maagdenstraat,
NG-2022-1-2-2238,Holl. Guyana: Paramaribo : Waterkant$Serie: Stadsgezichten,Waterkant,
NG-2022-1-2-2239,Gezicht op een dorp in Suriname$Boschnegerkamp,Suriname (Zuid-Amerika),
NG-2022-1-2-2240,Paramaribo : Havengezicht,Paramaribo (stad),
NG-2022-1-2-2241,Paramaribo. Aan den Waterkant,Waterkant,
NG-2022-1-2-2242,"Pension, Paramaribo, Dutch Guiana",Paramaribo (stad),
NG-2022-1-2-2244,Kroningsfeest. Kinderen der Openbare School zingende op het Gouvernementsplein. Paramaribo,Paramaribo (stad),
NG-2022-1-2-2245,Paramaribo : Waterkant. Luth. Kerk. Willemschool,Waterkant,
NG-2022-1-2-2247,Suriname : Groot Chatillon,Paramaribo (stad),
NG-2022-1-2-2250,Ein Plantagenkirchlein in Suriname,Suriname (Zuid-Amerika),
NG-2022-1-2-2251,Gezicht op een dorp in Suriname$Boschnegerkamp,Suriname (Zuid-Amerika),
NG-2022-1-2-2253,Suriname : Cottomissis,Suriname (Zuid-Amerika),
NG-2022-1-2-2254,Suriname : Mulattine,Paramaribo (stad),
NG-2022-1-2-2255,"Portret van een onbekende vrouw uit Suriname$Indiaansche vrouw, Suriname",,
NG-2022-1-2-2256,Portret van Gouverneur Granman en zijn kapiteins in Suriname$Suriname : Boschneger Gouverneur (Granman) met zijn Kapiteins,Paramaribo (stad),
NG-2022-1-2-2257,Paramaribo : De overdekte markt aan den Heiligenweg,Heiligenweg,
NG-2022-1-2-2258,"Paramaribo : Verkoopsters van Cassavebrood en Pindakaas op den markt, z. g. Wowojo",Paramaribo (stad),
NG-2022-1-2-2259,"Portret van een echtpaar te Paramaribo$Een gemengd Huwelijk (Chinees met Zijn Kleurling Echtgenoote), Suriname$3de Serie",Paramaribo (stad),
NG-2022-1-2-2261,"Bruiloft, Paramaribo, Suriname",Paramaribo (stad),
NG-2022-1-2-2264,"Suriname, Kottomissies in speciale feestdos",Suriname (Zuid-Amerika),
NG-2022-1-2-2265,"Paramaribo, Waterkant",Waterkant,
NG-2022-1-2-2266,"Op het placer ""Dien mersi"" Sarakreek, Suriname. Werkplaats in het gebergte",Sarakreek,
NG-2022-1-2-2268,Per eerste vliegtocht Nickerie - Paramaribo,,
RP-F-2022-43-8-253-68,Gezicht op een raderstoomboot van Yarrow & Co. bestemd voor Suriname$Small galvanized steel stern wheel steamer for Surinam,,
BI-2024-2536,Metamorphosis insectorum Surinamensium. : In qua erucæ ac vermes Surinamenses ... in quibus reperta sunt ... / omnia in America ad vivùm naturali magnitudine picta atque descripta per Mariam Sibyllam Merian,Suriname (Zuid-Amerika),
BI-2024-2536-1,"Titelpagina voor: Maria Sibylla Merian, Metamorphosis insectorum Surinamensium (...), 1705$Metamorphosis insectorum Surinamensium. : In qua erucæ ac vermes Surinamenses ... in quibus reperta sunt ... / omnia in America ad vivùm naturali magnitudine picta atque descripta per Mariam Sibyllam Merian",,
