recordnummer;objectnummer;titel;beschrijving;vervaardiger;datering.datum.start;datering.datum.eind;objectnaam;materiaal;classificatiecode;inhoud.classificatie.code;geografisch_trefwoord;inhoud.hoofdmotief.algemeen;inhoud.hoofdmotief.specifiek;inhoud.onderwerp;inhoud.persoon.naam;PID_data.URI;PID_werk.URI
486741;NG-1994-65-2-1-3;Bomen in het oerwoud;Gezicht op bomen in het oerwoud, op de grond ligt een witte hoed. Onderdeel van het fotoalbum Souvenir de Voyage (deel 2), over het leven van de familie Doijer in en rond de plantage Ma Retraite in Suriname in de jaren 1903-1910.;Doijer, Hendrik;1903;1910;foto;fotodrager;"";"";Suriname (Zuid-Amerika);economische geschiedenis$overzeese geschiedenis;"";"";Doijer, familie;https://data.rijksmuseum.nl/200521741;https://id.rijksmuseum.nl/200521741
486742;NG-1994-65-2-1-4;Pad door het bos;Een pad lopend door het bos. Onderdeel van het fotoalbum Souvenir de Voyage (deel 2), over het leven van de familie Doijer in en rond de plantage Ma Retraite in Suriname in de jaren 1903-1910.;Doijer, Hendrik;1903;1910;foto;fotodrager;"";"";Suriname (Zuid-Amerika);economische geschiedenis$overzeese geschiedenis;"";"";Doijer, familie;https://data.rijksmuseum.nl/200521742;https://id.rijksmuseum.nl/200521742
486744;NG-1994-65-2-1-5;Huizen bij de Maabo Heuvel;Gezicht op huizen bij het water bij de Maäbo Heuvel, voor de afspuiting ten behoeve van de aanleg van de Lawaspoorweg (1903-1912). Onderdeel van het fotoalbum Souvenir de Voyage (deel 2), over het leven van de familie Doijer in en rond de plantage Ma Retraite in Suriname in de jaren 1903-1910.;Doijer, Hendrik;1903;1910;foto;fotodrager;"";"";Suriname (Zuid-Amerika)$Maäbo Heuvel;economische geschiedenis$overzeese geschiedenis;"";"";Doijer, familie;https://data.rijksmuseum.nl/200521744;https://id.rijksmuseum.nl/200521744
486745;NG-1994-65-2-1-6;Doorgang door het woud;Pad gemaakt door het oerwoud door bomen te kappen. Onderdeel van het fotoalbum Souvenir de Voyage (deel 2), over het leven van de familie Doijer in en rond de plantage Ma Retraite in Suriname in de jaren 1903-1910.;Doijer, Hendrik;1903;1910;foto;fotodrager;"";"";Suriname (Zuid-Amerika);economische geschiedenis$overzeese geschiedenis;"";"";Doijer, familie;https://data.rijksmuseum.nl/200521745;https://id.rijksmuseum.nl/200521745
486746;NG-1994-65-2-2-1;Heerenstraat te Paramaribo;Een vrouw lopend door de Heerenstraat te Paramaribo. Onderdeel van het fotoalbum Souvenir de Voyage (deel 2), over het leven van de familie Doijer in en rond de plantage Ma Retraite in Suriname in de jaren 1903-1910.;Doijer, Hendrik;1903;1910;foto;fotodrager;"";"";Suriname (Zuid-Amerika)$Paramaribo (stad)$Heerenstraat (Paramaribo);economische geschiedenis$overzeese geschiedenis;"";"";Doijer, familie;https://data.rijksmuseum.nl/200521746;https://id.rijksmuseum.nl/200521746
486747;NG-1994-65-2-2-2;Menigte op straat;Een groep van mensen, staand en zittend wachtend op straat. Onderdeel van het fotoalbum Souvenir de Voyage (deel 2), over het leven van de familie Doijer in en rond de plantage Ma Retraite in Suriname in de jaren 1903-1910.;Doijer, Hendrik;1903;1910;foto;fotodrager;"";"";Suriname (Zuid-Amerika);economische geschiedenis$overzeese geschiedenis;"";"";Doijer, familie;https://data.rijksmuseum.nl/200521747;https://id.rijksmuseum.nl/200521747
486748;NG-1994-65-2-2-3;Heerenstraat te Paramaribo;Gezicht in de Heerenstraat te Paramaribo, op de voorgrond een groep meisjes. Onderdeel van het fotoalbum Souvenir de Voyage (deel 2), over het leven van de familie Doijer in en rond de plantage Ma Retraite in Suriname in de jaren 1903-1910.;Doijer, Hendrik;1903;1910;foto;fotodrager;"";"";Suriname (Zuid-Amerika)$Paramaribo (stad)$Heerenstraat (Paramaribo);economische geschiedenis$overzeese geschiedenis;"";"";Doijer, familie;https://data.rijksmuseum.nl/200521748;https://id.rijksmuseum.nl/200521748
486749;NG-1994-65-2-2-4;Heerenstraat te Paramaribo;Gezicht in de Heerenstraat te Paramaribo, met enkele mensen op straat. Onderdeel van het fotoalbum Souvenir de Voyage (deel 2), over het leven van de familie Doijer in en rond de plantage Ma Retraite in Suriname in de jaren 1903-1910.;Doijer, Hendrik;1903;1910;foto;fotodrager;"";"";Suriname (Zuid-Amerika)$Paramaribo (stad)$Heerenstraat (Paramaribo);economische geschiedenis$overzeese geschiedenis;"";"";Doijer, familie;https://data.rijksmuseum.nl/200521749;https://id.rijksmuseum.nl/200521749
486750;NG-1994-65-2-2-5;Hut in het bos;Hut gemaakt van takken en bladeren in het oerwoud. Onderdeel van het fotoalbum Souvenir de Voyage (deel 2), over het leven van de familie Doijer in en rond de plantage Ma Retraite in Suriname in de jaren 1903-1910.;Doijer, Hendrik;1903;1910;foto;fotodrager;"";"";Suriname (Zuid-Amerika);economische geschiedenis$overzeese geschiedenis;"";"";Doijer, familie;https://data.rijksmuseum.nl/200521750;https://id.rijksmuseum.nl/200521750
486751;NG-1994-65-2-2-6;Ingang Wanicastraat van Chineesch kerkhof;Toegangshek naar het Chinese kerkhof aan de Wanicastraat te Paramaribo, boven het hek een bord met Chinese tekens, het jaartal 1890 en de naam Willemsrust of Willems Rust. Onderdeel van het fotoalbum Souvenir de Voyage (deel 2), over het leven van de familie Doijer in en rond de plantage Ma Retraite in Suriname in de jaren 1903-1910.;Doijer, Hendrik;1903;1910;foto;fotodrager;"";"";Suriname (Zuid-Amerika)$Paramaribo (stad)$Wanicastraat;economische geschiedenis$overzeese geschiedenis;"";"";Doijer, familie;https://data.rijksmuseum.nl/200521751;https://id.rijksmuseum.nl/200521751
486752;NG-1994-65-2-4-1;Ingang Wanicastraat van Chineesch kerkhof;Toegangshek naar het Chinese kerkhof aan de Wanicastraat te Paramaribo, boven het hek een bord met Chinese tekens, het jaartal 1890 en de naam Willemsrust of Willems Rust. Onderdeel van het fotoalbum Souvenir de Voyage (deel 2), over het leven van de familie Doijer in en rond de plantage Ma Retraite in Suriname in de jaren 1903-1910.;Doijer, Hendrik;1903;1910;foto;fotodrager;"";"";Suriname (Zuid-Amerika)$Paramaribo (stad)$Wanicastraat;economische geschiedenis$overzeese geschiedenis;"";"";Doijer, familie;https://data.rijksmuseum.nl/200521752;https://id.rijksmuseum.nl/200521752
486753;NG-1994-65-2-4-2;Afro-Surinaams meisje bij stuiverskerkhof$Negerinnetje vóór stuiverskerkhof;Meisje staande bij de toegang naar het stuiverskerkhof, waarschijnlijk te Paramaribo. Onderdeel van het fotoalbum Souvenir de Voyage (deel 2), over het leven van de familie Doijer in en rond de plantage Ma Retraite in Suriname in de jaren 1903-1910.;Doijer, Hendrik;1903;1910;foto;fotodrager;"";"";Suriname (Zuid-Amerika)$Paramaribo (stad);economische geschiedenis$overzeese geschiedenis;"";"";Doijer, familie;https://data.rijksmuseum.nl/200521753;https://id.rijksmuseum.nl/200521753
486754;NG-1994-65-2-4-3;Buitenwijk van Paramaribo;Gezicht op een weg door een buitenwijk van Paramaribo. Onderdeel van het fotoalbum Souvenir de Voyage (deel 2), over het leven van de familie Doijer in en rond de plantage Ma Retraite in Suriname in de jaren 1903-1910.;Doijer, Hendrik;1903;1910;foto;fotodrager;"";"";Suriname (Zuid-Amerika)$Paramaribo (stad);economische geschiedenis$overzeese geschiedenis;"";"";Doijer, familie;https://data.rijksmuseum.nl/200521754;https://id.rijksmuseum.nl/200521754
486755;NG-1994-65-2-4-4;Kerk in de Wanicastraat;Gezicht op een kerk in de Wanicastraat te Paramaribo. Onderdeel van het fotoalbum Souvenir de Voyage (deel 2), over het leven van de familie Doijer in en rond de plantage Ma Retraite in Suriname in de jaren 1903-1910.;Doijer, Hendrik;1903;1910;foto;fotodrager;"";"";Suriname (Zuid-Amerika)$Paramaribo (stad)$Wanicastraat;economische geschiedenis$overzeese geschiedenis;"";"";Doijer, familie;https://data.rijksmuseum.nl/200521755;https://id.rijksmuseum.nl/200521755
486756;NG-1994-65-2-3-1;Ingang Wanicastraat van Chineesch kerkhof;Toegangshek naar het Chinese kerkhof aan de Wanicastraat te Paramaribo, boven het hek een bord met Chinese tekens, het jaartal 1890 en de naam Willemsrust of Willems Rust. Onderdeel van het fotoalbum Souvenir de Voyage (deel 2), over het leven van de familie Doijer in en rond de plantage Ma Retraite in Suriname in de jaren 1903-1910.;Doijer, Hendrik;1903;1910;foto;fotodrager;"";"";Suriname (Zuid-Amerika)$Paramaribo (stad)$Wanicastraat;economische geschiedenis$overzeese geschiedenis;"";"";Doijer, familie;https://data.rijksmuseum.nl/200521756;https://id.rijksmuseum.nl/200521756
486757;NG-1994-65-2-3-2;Afro-Surinaams meisje bij stuiverskerkhof$Negerinnetje vóór stuiverskerkhof;Meisje staande bij de toegang naar het stuiverskerkhof, waarschijnlijk te Paramaribo. Onderdeel van het fotoalbum Souvenir de Voyage (deel 2), over het leven van de familie Doijer in en rond de plantage Ma Retraite in Suriname in de jaren 1903-1910.;Doijer, Hendrik;1903;1910;foto;fotodrager;"";"";Suriname (Zuid-Amerika)$Paramaribo (stad);economische geschiedenis$overzeese geschiedenis;"";"";Doijer, familie;https://data.rijksmuseum.nl/200521757;https://id.rijksmuseum.nl/200521757
486758;NG-1994-65-2-3-3;Buitenwijk van Paramaribo;Gezicht op een weg door een buitenwijk van Paramaribo. Onderdeel van het fotoalbum Souvenir de Voyage (deel 2), over het leven van de familie Doijer in en rond de plantage Ma Retraite in Suriname in de jaren 1903-1910.;Doijer, Hendrik;1903;1910;foto;fotodrager;"";"";Suriname (Zuid-Amerika)$Paramaribo (stad);economische geschiedenis$overzeese geschiedenis;"";"";Doijer, familie;https://data.rijksmuseum.nl/200521758;https://id.rijksmuseum.nl/200521758
486759;NG-1994-65-2-3-4;Kerk in de Wanicastraat;Gezicht op een kerk in de Wanicastraat te Paramaribo. Onderdeel van het fotoalbum Souvenir de Voyage (deel 2), over het leven van de familie Doijer in en rond de plantage Ma Retraite in Suriname in de jaren 1903-1910.;Doijer, Hendrik;1903;1910;foto;fotodrager;"";"";Suriname (Zuid-Amerika)$Paramaribo (stad)$Wanicastraat;economische geschiedenis$overzeese geschiedenis;"";"";Doijer, familie;https://data.rijksmuseum.nl/200521759;https://id.rijksmuseum.nl/200521759
486760;NG-1994-65-2-6-1;Gezicht uit huis op Heiligenweg;Gezicht op de Heiligenweg met overdekte passage, te Paramaribo. Onderdeel van het fotoalbum Souvenir de Voyage (deel 2), over het leven van de familie Doijer in en rond de plantage Ma Retraite in Suriname in de jaren 1903-1910.;Doijer, Hendrik;1903;1910;foto;fotodrager;"";"";Suriname (Zuid-Amerika)$Paramaribo (stad)$Heiligenweg;economische geschiedenis$overzeese geschiedenis;"";"";Doijer, familie;https://data.rijksmuseum.nl/200521760;https://id.rijksmuseum.nl/200521760
486761;NG-1994-65-2-6-2;Heerenstraat, Paramaribo;Gezicht in de Heerenstraat te Paramaribo, op de voorgrond een groep meisjes. Onderdeel van het fotoalbum Souvenir de Voyage (deel 2), over het leven van de familie Doijer in en rond de plantage Ma Retraite in Suriname in de jaren 1903-1910.;Doijer, Hendrik;1903;1910;foto;fotodrager;"";"";Suriname (Zuid-Amerika)$Paramaribo (stad)$Heerenstraat (Paramaribo);economische geschiedenis$overzeese geschiedenis;"";"";Doijer, familie;https://data.rijksmuseum.nl/200521761;https://id.rijksmuseum.nl/200521761
486762;NG-1994-65-2-6-3;Mond Knuffelsgracht;Brug aan het begin van de Knuffelsgracht te Paramaribo, op de brug staat een groepje personen. Onderdeel van het fotoalbum Souvenir de Voyage (deel 2), over het leven van de familie Doijer in en rond de plantage Ma Retraite in Suriname in de jaren 1903-1910.;Doijer, Hendrik;1903;1910;foto;fotodrager;"";"";Suriname (Zuid-Amerika)$Paramaribo (stad)$Knuffelsgracht;economische geschiedenis$overzeese geschiedenis;"";"";Doijer, familie;https://data.rijksmuseum.nl/200521762;https://id.rijksmuseum.nl/200521762
486927;NG-1994-65-2-6-4;Ons huis in de Oranjestraat;Woonhuis (van de familie Doijer?) in de Oranjestraat te Paramaribo. Onderdeel van het fotoalbum Souvenir de Voyage (deel 2), over het leven van de familie Doijer in en rond de plantage Ma Retraite in Suriname in de jaren 1903-1910.;Doijer, Hendrik;1903;1910;foto;fotodrager;"";"";Suriname (Zuid-Amerika)$Paramaribo (stad)$Oranjestraat$Plantage Ma Retraite;economische geschiedenis$overzeese geschiedenis;"";"";Doijer, familie;https://data.rijksmuseum.nl/200521897;https://id.rijksmuseum.nl/200521897
486928;NG-1994-65-2-5-1;Gezicht uit huis op Heiligenweg;Gezicht op de Heiligenweg met overdekte passage, te Paramaribo. Onderdeel van het fotoalbum Souvenir de Voyage (deel 2), over het leven van de familie Doijer in en rond de plantage Ma Retraite in Suriname in de jaren 1903-1910.;Doijer, Hendrik;1903;1910;foto;fotodrager;"";"";Suriname (Zuid-Amerika)$Paramaribo (stad)$Heiligenweg;economische geschiedenis$overzeese geschiedenis;"";"";Doijer, familie;https://data.rijksmuseum.nl/200521898;https://id.rijksmuseum.nl/200521898
486929;NG-1994-65-2-5-2;Heerenstraat, Paramaribo;Gezicht in de Heerenstraat te Paramaribo, op de voorgrond een groep meisjes. Onderdeel van het fotoalbum Souvenir de Voyage (deel 2), over het leven van de familie Doijer in en rond de plantage Ma Retraite in Suriname in de jaren 1903-1910.;Doijer, Hendrik;1903;1910;foto;fotodrager;"";"";Suriname (Zuid-Amerika)$Paramaribo (stad)$Heerenstraat (Paramaribo);economische geschiedenis$overzeese geschiedenis;"";"";Doijer, familie;https://data.rijksmuseum.nl/200521899;https://id.rijksmuseum.nl/200521899
486930;NG-1994-65-2-5-3;Mond Knuffelsgracht;Brug aan het begin van de Knuffelsgracht te Paramaribo, op de brug staat een groepje personen. Onderdeel van het fotoalbum Souvenir de Voyage (deel 2), over het leven van de familie Doijer in en rond de plantage Ma Retraite in Suriname in de jaren 1903-1910.;Doijer, Hendrik;1903;1910;foto;fotodrager;"";"";Suriname (Zuid-Amerika)$Paramaribo (stad)$Knuffelsgracht;economische geschiedenis$overzeese geschiedenis;"";"";Doijer, familie;https://data.rijksmuseum.nl/200521900;https://id.rijksmuseum.nl/200521900
486931;NG-1994-65-2-5-4;Ons huis in de Oranjestraat;Woonhuis (van de familie Doijer?) in de Oranjestraat te Paramaribo. Onderdeel van het fotoalbum Souvenir de Voyage (deel 2), over het leven van de familie Doijer in en rond de plantage Ma Retraite in Suriname in de jaren 1903-1910.;Doijer, Hendrik;1903;1910;foto;fotodrager;"";"";Suriname (Zuid-Amerika)$Paramaribo (stad)$Oranjestraat$Plantage Ma Retraite;economische geschiedenis$overzeese geschiedenis;"";"";Doijer, familie;https://data.rijksmuseum.nl/200521901;https://id.rijksmuseum.nl/200521901
486933;NG-1994-65-2-8-1;Palmentuin, Paramaribo;Hoge bomen in de Palmentuin te Paramaribo. Onderdeel van het fotoalbum Souvenir de Voyage (deel 2), over het leven van de familie Doijer in en rond de plantage Ma Retraite in Suriname in de jaren 1903-1910.;Doijer, Hendrik;1903;1910;foto;fotodrager;"";"";Suriname (Zuid-Amerika)$Paramaribo (stad)$Palmentuin;economische geschiedenis$overzeese geschiedenis;"";"";Doijer, familie;https://data.rijksmuseum.nl/200521903;https://id.rijksmuseum.nl/200521903
486934;NG-1994-65-2-8-2;Kankantrie Tourtonnelaan;Surinaamse man poserend aan de voet van een kankantrie (wilde kapokboom) op de weg naar de plantage Tourtonne. Onderdeel van het fotoalbum Souvenir de Voyage (deel 2), over het leven van de familie Doijer in en rond de plantage Ma Retraite in Suriname in de jaren 1903-1910.;Doijer, Hendrik;1903;1910;foto;fotodrager;"";25G3(KAPOK);Suriname (Zuid-Amerika)$Paramaribo (stad)$Palmentuin;economische geschiedenis$overzeese geschiedenis;"";"";Doijer, familie;https://data.rijksmuseum.nl/200521904;https://id.rijksmuseum.nl/200521904
486935;NG-1994-65-2-8-3;Palmentuin, Paramaribo;Hoge bomen in de Palmentuin te Paramaribo, aan het eind een bruggetje waarop een jongen staat. Onderdeel van het fotoalbum Souvenir de Voyage (deel 2), over het leven van de familie Doijer in en rond de plantage Ma Retraite in Suriname in de jaren 1903-1910.;Doijer, Hendrik;1903;1910;foto;fotodrager;"";"";Suriname (Zuid-Amerika)$Paramaribo (stad)$Palmentuin;economische geschiedenis$overzeese geschiedenis;"";"";Doijer, familie;https://data.rijksmuseum.nl/200521905;https://id.rijksmuseum.nl/200521905
486936;NG-1994-65-2-8-4;Palmentuin, Paramaribo;Hoge bomen in de Palmentuin te Paramaribo, aan het eind een bruggetje waarop een jongen staat. Onderdeel van het fotoalbum Souvenir de Voyage (deel 2), over het leven van de familie Doijer in en rond de plantage Ma Retraite in Suriname in de jaren 1903-1910.;Doijer, Hendrik;1903;1910;foto;fotodrager;"";"";Suriname (Zuid-Amerika)$Plantage Tourtonne$Plantage Ma Retraite;economische geschiedenis$overzeese geschiedenis;"";"";Doijer, familie;https://data.rijksmuseum.nl/200521906;https://id.rijksmuseum.nl/200521906
486937;NG-1994-65-2-7-1;Palmentuin, Paramaribo;Hoge bomen in de Palmentuin te Paramaribo. Onderdeel van het fotoalbum Souvenir de Voyage (deel 2), over het leven van de familie Doijer in en rond de plantage Ma Retraite in Suriname in de jaren 1903-1910.;Doijer, Hendrik;1903;1910;foto;fotodrager;"";"";Suriname (Zuid-Amerika)$Paramaribo (stad)$Palmentuin;economische geschiedenis$overzeese geschiedenis;"";"";Doijer, familie;https://data.rijksmuseum.nl/200521907;https://id.rijksmuseum.nl/200521907
486938;NG-1994-65-2-7-2;Kankantrie Tourtonnelaan;Surinaamse man poserend aan de voet van een kankantrie (wilde kapokboom) op de weg naar de plantage Tourtonne. Onderdeel van het fotoalbum Souvenir de Voyage (deel 2), over het leven van de familie Doijer in en rond de plantage Ma Retraite in Suriname in de jaren 1903-1910.;Doijer, Hendrik;1903;1910;foto;fotodrager;"";25G3(KAPOK);Suriname (Zuid-Amerika)$Plantage Tourtonne$Plantage Ma Retraite;economische geschiedenis$overzeese geschiedenis;"";"";Doijer, familie;https://data.rijksmuseum.nl/200521908;https://id.rijksmuseum.nl/200521908
486939;NG-1994-65-2-7-3;Palmentuin, Paramaribo;Hoge bomen in de Palmentuin te Paramaribo, aan het eind een bruggetje waarop een jongen staat. Onderdeel van het fotoalbum Souvenir de Voyage (deel 2), over het leven van de familie Doijer in en rond de plantage Ma Retraite in Suriname in de jaren 1903-1910.;Doijer, Hendrik;1903;1910;foto;fotodrager;"";"";Suriname (Zuid-Amerika)$Paramaribo (stad)$Palmentuin;economische geschiedenis$overzeese geschiedenis;"";"";Doijer, familie;https://data.rijksmuseum.nl/200521909;https://id.rijksmuseum.nl/200521909
